Cuarto,Mueble,Nivel,Posición,Título,Autor
D,V-Derecho,1,3,Antología de aire,Gonzalo Rojas
D,V-Derecho,1,4,Eduador y la Alemania nazi,Francisco Nuñez del Arco Proaño
D,V-Derecho,1,5,Espacios del capital,David Harvey
D,V-Derecho,1,6,Monografía de Otavalo. Tomo I,Alvaro San Félix
D,V-Derecho,1,7,Monografía de Otavalo. Tomo II,Alvaro San Félix
D,V-Derecho,1,8,La vida en Otavalo en el siglo XVIII,Iveline Lebret
D,V-Derecho,1,9,Revista de Antropologia N.3,
D,V-Derecho,2,10,Fiódor Dostoievski,Henry Luque Muñoz
D,V-Derecho,2,11,¿Por qué no leer con los jovenes?,María Teresa Corvatta (Dir y coord)
D,V-Derecho,2,12,"La lectura, esa infinita batalla",Iván Eguez
D,V-Derecho,2,13,Historia y poder de lo escrito,Henri-Jean Martin
D,V-Derecho,2,14,Una historia de la lectura,Alberto Menguel
D,V-Derecho,2,15,Ciudades a la deriva,Strauss Tsircas
D,V-Derecho,2,16,La aventura amorosa y sus personajes,Abdón Ubidia
D,V-Derecho,2,17,La CIA contra América latina,Philip Agee
D,V-Derecho,2,18,Tzántzicos…poesía,Raúl Arias (Comp)
D,V-Derecho,2,19,Los detectives salvajes,Norberto Bolaño
D,V-Derecho,2,1,Historia del reino de Quito en la América meridonial. Tomo I,Juan de Velasco
D,V-Derecho,2,20,"Administración de poblaciones, ventriloquía y transescritura",Andrés Guerrero
D,V-Derecho,2,21,Unvral. La llave del universo,Javier Eduardo Villacís Mejía
D,V-Derecho,2,22,29 conceptos clave para disfrutar de la ciencia,"éna, Pierre, Yves Quéré, Béatrice Salviat (coords.) "
D,V-Derecho,2,23,La casa del silecio,Orhan Pamuk
D,V-Derecho,2,24,Atrapados ,Jorge Icaza
D,V-Derecho,2,25,La Madriguera,Abdón Ubidia
D,V-Derecho,2,26,Saber escribir ,Instituto Cervantes
D,V-Derecho,2,2,Historia del reino de Quito en la América meridonial. Tomo II y III,Juan de Velasco
D,V-Derecho,2,3,Mozart,Yves y Ada Rémy
D,V-Derecho,2,4,Wagner,Anré Gauthier
D,V-Derecho,2,5,Huasipungo,Jorge Icaza
D,V-Derecho,2,6,El montubio ecuatoriano,José de la Cuadra
D,V-Derecho,2,7,Albigenses y Cataros,Fernand Niel
D,V-Derecho,2,8,El arte de la guerra,Sun Tzu
D,V-Derecho,2,9,Popol Vuh,
D,V-Derecho,3,10,El capital T.1 Vol.2,Karl Marx
D,V-Derecho,3,11,El capital T.1 Vol.3,Karl Marx
D,V-Derecho,3,12,Realidad y ficcióm,Bertrand Russell
D,V-Derecho,3,13,La biología de la creencia,Dr. Bruce y H. Lipton
D,V-Derecho,3,14,El santo temor,Nicolás Jimenez Mendoza
D,V-Derecho,3,15,Epopeya de un reno ,Ermel Aguirre Gonzalez
D,V-Derecho,3,16,Heidegger y el nacionalsocialismo,Eduardo Carrasco
D,V-Derecho,3,17,A la costa. Disparates y caricaturas,Luis A. Martínez
D,V-Derecho,3,18,Siete ensayos,Juan Montalvo
D,V-Derecho,3,19,Barcos de papel ,Raúl Andrade
D,V-Derecho,3,1,Trilogía de Auschwitz,Primo Levi
D,V-Derecho,3,20,El arca de la realidad. De la cultura del silencio a WikiLeaks,Kintto Lucas
D,V-Derecho,3,21,Retratos escritos,Kintto Lucas
D,V-Derecho,3,22,Apuntes para el fin de siglo,Eduardo Galeano
D,V-Derecho,3,23,Mujeres del siglo XX,Kintto Lucas
D,V-Derecho,3,24,Mi maravilloso mundo de porquería,Elsie Cano
D,V-Derecho,3,25,Te cuento Quito,Alicia Ortega Caicedo 
D,V-Derecho,3,26,La niebla y la montaña,Patricio Vallejo Aristizabal
D,V-Derecho,3,27,Pensamiento crítico-literario de Alejandro Moreano. La literatura como matriz de cultura,Alicia Ortega Caicedo
D,V-Derecho,3,28,Pensamiento crítico-literario de Alejandro Moreano. La literatura como matriz de cultura,Alicia Ortega Caicedo
D,V-Derecho,3,29,Poética de lo sagrado,Adolfo Colmenares
D,V-Derecho,3,2,Entrevista sobre el siglo XXI,Eric Hosbawn
D,V-Derecho,3,3,Aventurad de A. Gordon Pym,Edgan Allan Poe
D,V-Derecho,3,4,El libro de la censura cinematográfica,Homero Alsina Thevenet
D,V-Derecho,3,5,El juego de ojos,Elias Canetti
D,V-Derecho,3,6,Introduccion a ala astronomía,Abate Th. Moreux
D,V-Derecho,3,7,La ciudad de las palomas,Javier Tomeo
D,V-Derecho,3,8,Escenas de pudor y livinidad,Carlos Monsivais
D,V-Derecho,3,9,La canción de Dorotea,Rosa Regás
D,V-Derecho,4,10,City in Winter ad others stories,Abdón Ubidia
D,V-Derecho,4,11,Divertinventos: libro de fantasías y utopías (edición en griego),Abdón Ubidia
D,V-Derecho,4,12,Callada como la muerte,Abdón Ubidia
D,V-Derecho,4,13,La aventura amorosa y sus personajes (edición en griego),Abdón Ubidia
D,V-Derecho,4,14,Ciudad de invierno (edición en griego),Abdón Ubidia
D,V-Derecho,4,15,Silenziosa come la morte,Abdón Ubidia
D,V-Derecho,4,16,Callada como la muerte,Abdón Ubidia
D,V-Derecho,4,17,La aventura amorosa,Abdón Ubidia
D,V-Derecho,4,18,Divertinventos,Abdón Ubidia
D,V-Derecho,4,19,Cuentos escenciales,Abdón Ubidia
D,V-Derecho,4,1,La aventura amorosa,Abdón Ubidia
D,V-Derecho,4,20,La aventura amorosa,Abdón Ubidia
D,V-Derecho,4,21,El palacio de los espejos,Abdón Ubidia
D,V-Derecho,4,22,Callada como la muerte,Abdón Ubidia
D,V-Derecho,4,23,Callada como la muerte,Abdón Ubidia
D,V-Derecho,4,24,El cuento popular,Abdón Ubidia
D,V-Derecho,4,25,La madriguera,Abdón Ubidia
D,V-Derecho,4,26,El palacio de los espejos,Abdón Ubidia
D,V-Derecho,4,27,Silenziosa come la morte,Abdón Ubidia
D,V-Derecho,4,28,Adiós siglo XX,Abdón Ubidia
D,V-Derecho,4,29,Silenziosa come la morte,Abdón Ubidia
D,V-Derecho,4,2,Jornadas de literatura e historia de Ecuador,Embajada de Ecuador en España
D,V-Derecho,4,30,Sueño de lobos,Abdón Ubidia
D,V-Derecho,4,31,Sueño de lobos,Abdón Ubidia
D,V-Derecho,4,32,Wolves Dream,Abdón Ubidia
D,V-Derecho,4,33,Crónica de Berlin,Walter Benjamin
D,V-Derecho,4,34,Diccionario Lésper,Avelina Lesper
D,V-Derecho,4,35,"Lectores, credo y confesiones",Abdón Ubidia
D,V-Derecho,4,36,Cuentos esenciales,Abdón Ubidia
D,V-Derecho,4,37,Breve historia del tiempo,Stephen Hawking
D,V-Derecho,4,3,Cuentos,Abdón Ubidia
D,V-Derecho,4,4,Callada como la muerte,Abdón Ubidia
D,V-Derecho,4,5,La enmienda,Abdón Ubidia
D,V-Derecho,4,6,Divertinventos,Abdón Ubidia
D,V-Derecho,4,7,Ciudad de invierno,Abdón Ubidia
D,V-Derecho,4,8,La enmienda,Abdón Ubidia
D,V-Derecho,4,9,La aventura amorosa y sus personajes,Abdón Ubidia
D,V-Derecho,5,10,Luz de América,Ugo Stornaiola
